provider,sendCurrency,receiveCurrency,sendAmount,exchangeRate,receiveAmount,fee,timestamp,success,error
Ria,GBP,PHP,1000,1835.92773,1835927.7300000002,,2026-04-26T05:37:05.932Z,true,
Ria,GBP,PKR,1000,82.12195,82121.95,,2026-04-26T05:37:08.460Z,true,
Ria,PLN,GHS,1000,15.02709,15027.09,,2026-04-26T05:37:10.983Z,true,
Ria,PLN,INR,1000,3.06838,3068.38,,2026-04-26T05:37:13.955Z,true,
Ria,PLN,KES,1000,25.98902,25989.02,,2026-04-26T05:37:16.452Z,true,
Ria,PLN,MXN,1000,35.73413,35734.13,,2026-04-26T05:37:18.984Z,true,
Ria,PLN,NGN,1000,4.80316,4803.16,,2026-04-26T05:37:21.481Z,true,
Ria,PLN,PHP,1000,375.27723,375277.23,,2026-04-26T05:37:23.980Z,true,
Ria,PLN,PKR,1000,16.7661,16766.100000000002,,2026-04-26T05:37:26.490Z,true,
Ria,USD,GHS,1000,11.10483,11104.83,,2026-04-26T05:37:28.984Z,true,
Ria,USD,INR,1000,11.10483,11104.83,,2026-04-26T05:37:31.971Z,true,
Ria,USD,KES,1000,94.13242,94132.42,,2026-04-26T05:37:34.481Z,true,
Ria,USD,MXN,1000,129.31999,129319.98999999999,,2026-04-26T05:37:36.981Z,true,
Ria,USD,NGN,1000,17.38321,17383.21,,2026-04-26T05:37:39.514Z,true,
Ria,USD,PHP,1000,1356.72743,1356727.43,,2026-04-26T05:37:41.996Z,true,
Ria,USD,PKR,1000,60.6867,60686.700000000004,,2026-04-26T05:37:44.507Z,true,
Panda Remit,AUD,GHS,1000,,,,2026-04-26T05:37:45.049Z,false,unable to acquire
Panda Remit,AUD,INR,1000,69.3336,69333.6,,2026-04-26T05:37:47.050Z,true,
Panda Remit,AUD,MXN,1000,,,,2026-04-26T05:37:56.207Z,false,unable to acquire
Panda Remit,AUD,PHP,1000,43.9512,43951.2,,2026-04-26T05:37:58.208Z,true,
Panda Remit,AUD,PKR,1000,198.6035,198603.5,,2026-04-26T05:38:04.990Z,true,
Panda Remit,CAD,GHS,1000,,,,2026-04-26T05:38:10.684Z,false,unable to acquire
Panda Remit,CAD,INR,1000,70.1655,70165.5,,2026-04-26T05:38:12.685Z,true,
Panda Remit,CAD,MXN,1000,12.7414,12741.4,,2026-04-26T05:38:18.305Z,true,
Panda Remit,CAD,PHP,1000,45.03,45030,,2026-04-26T05:38:23.879Z,true,
Panda Remit,CAD,PKR,1000,,,,2026-04-26T05:38:29.625Z,false,unable to acquire
Panda Remit,EUR,GHS,1000,12.6633,12663.3,,2026-04-26T05:38:37.884Z,true,
Panda Remit,EUR,INR,1000,109.7854,109785.4,,2026-04-26T05:38:44.077Z,true,
Panda Remit,EUR,MXN,1000,,,,2026-04-26T05:38:50.240Z,false,unable to acquire
Panda Remit,EUR,PHP,1000,70.611,70611,,2026-04-26T05:38:52.241Z,true,
Panda Remit,EUR,PKR,1000,,,,2026-04-26T05:39:01.684Z,false,unable to acquire
Panda Remit,GBP,GHS,1000,14.9762,14976.2,,2026-04-26T05:39:03.686Z,true,
Panda Remit,GBP,INR,1000,128.0939,128093.9,,2026-04-26T05:39:09.548Z,true,
Panda Remit,GBP,MXN,1000,,,,2026-04-26T05:39:15.087Z,false,unable to acquire
Panda Remit,GBP,PHP,1000,81.7581,81758.1,,2026-04-26T05:39:17.087Z,true,
Panda Remit,GBP,PKR,1000,,,,2026-04-26T05:39:22.618Z,false,unable to acquire
Panda Remit,USD,GHS,1000,,,,2026-04-26T05:39:32.666Z,false,unable to acquire
Panda Remit,USD,INR,1000,94.70110000000001,94701.1,,2026-04-26T05:39:34.667Z,true,
Panda Remit,USD,MXN,1000,17.7699,17769.9,,2026-04-26T05:39:40.233Z,true,
Panda Remit,USD,PHP,1000,61.4114,61411.4,,2026-04-26T05:39:46.393Z,true,
Panda Remit,USD,PKR,1000,,,,2026-04-26T05:39:52.201Z,false,unable to acquire
Sendwave,CAD,GHS,1000,8.08,8080,,2026-04-26T05:39:52.221Z,true,
Sendwave,CAD,INR,1000,68.47,68470,,2026-04-26T05:40:06.393Z,true,
Sendwave,CAD,KES,1000,93.91,93910,,2026-04-26T05:40:17.799Z,true,
Sendwave,CAD,MXN,1000,12.6,12600,,2026-04-26T05:40:29.177Z,true,
Sendwave,CAD,NGN,1000,1003.46,1003460,,2026-04-26T05:40:40.563Z,true,
Sendwave,CAD,PHP,1000,44.46,44460,,2026-04-26T05:40:51.938Z,true,
Sendwave,CAD,PKR,1000,206.82,206820,,2026-04-26T05:41:03.312Z,true,
Sendwave,EUR,GHS,1000,12.98,12980,,2026-04-26T05:41:14.945Z,true,
Sendwave,EUR,INR,1000,109.97,109970,,2026-04-26T05:41:26.327Z,true,
Sendwave,EUR,KES,1000,150.04,150040,,2026-04-26T05:41:37.707Z,true,
Sendwave,EUR,MXN,1000,20.16,20160,,2026-04-26T05:41:49.091Z,true,
Sendwave,EUR,NGN,1000,1604.67,1604670,,2026-04-26T05:42:00.477Z,true,
Sendwave,EUR,PHP,1000,71.34,71340,,2026-04-26T05:42:11.907Z,true,
Sendwave,EUR,PKR,1000,326.45,326450,,2026-04-26T05:42:23.276Z,true,
Sendwave,GBP,GHS,1000,14.98,14980,,2026-04-26T05:42:34.657Z,true,
Sendwave,GBP,INR,1000,126.91,126910,,2026-04-26T05:42:46.053Z,true,
Sendwave,GBP,KES,1000,177.81,177810,,2026-04-26T05:42:57.454Z,true,
Sendwave,GBP,MXN,1000,23.27,23270,,2026-04-26T05:43:08.839Z,true,
Sendwave,GBP,NGN,1000,1862.75,1862750,,2026-04-26T05:43:20.219Z,true,
Sendwave,GBP,PHP,1000,82.86,82860,,2026-04-26T05:43:31.621Z,true,
Sendwave,GBP,PKR,1000,377.3,377300,,2026-04-26T05:43:42.976Z,true,
Sendwave,USD,GHS,1000,11.09,11090,,2026-04-26T05:43:54.682Z,true,
Sendwave,USD,INR,1000,93.78,93780,,2026-04-26T05:44:06.127Z,true,
Sendwave,USD,KES,1000,128.26,128259.99999999999,,2026-04-26T05:44:17.555Z,true,
Sendwave,USD,MXN,1000,17.27,17270,,2026-04-26T05:44:28.952Z,true,
Sendwave,USD,NGN,1000,1375.12,1375120,,2026-04-26T05:44:40.353Z,true,
Sendwave,USD,PHP,1000,60.96,60960,,2026-04-26T05:44:51.733Z,true,
Sendwave,USD,PKR,1000,284.81,284810,,2026-04-26T05:45:03.354Z,true,
TransferGo,EUR,INR,1000,0.1,100,,2026-04-26T05:45:12.770Z,true,
TransferGo,EUR,NGN,1000,110.27427,110274.27,,2026-04-26T05:45:16.039Z,true,
TransferGo,GBP,INR,1000,1584.77125,1584771.25,,2026-04-26T05:45:18.088Z,true,
TransferGo,GBP,NGN,1000,1584.77125,1584771.25,,2026-04-26T05:46:20.102Z,true,
TransferGo,PLN,NGN,1000,1584.77125,1584771.25,,2026-04-26T05:46:52.110Z,true,
MoneyGram,AED,GHS,1000,,,,2026-04-26T05:47:52.137Z,false,unable to acquire
MoneyGram,AED,INR,1000,,,,2026-04-26T05:48:57.364Z,false,unable to acquire
MoneyGram,AED,KES,1000,,,,2026-04-26T05:50:02.080Z,false,unable to acquire
MoneyGram,AED,MXN,1000,,,,2026-04-26T05:51:06.601Z,false,unable to acquire
MoneyGram,AED,NGN,1000,,,,2026-04-26T05:52:11.051Z,false,unable to acquire
MoneyGram,AED,PHP,1000,,,,2026-04-26T05:53:15.873Z,false,unable to acquire
MoneyGram,AED,PKR,1000,,,,2026-04-26T05:54:20.597Z,false,unable to acquire
MoneyGram,AUD,GHS,1000,,,,2026-04-26T05:55:25.287Z,false,unable to acquire
MoneyGram,AUD,INR,1000,,,,2026-04-26T05:56:30.955Z,false,unable to acquire
MoneyGram,AUD,KES,1000,,,,2026-04-26T05:57:35.198Z,false,unable to acquire
MoneyGram,AUD,MXN,1000,,,,2026-04-26T05:58:39.585Z,false,unable to acquire
MoneyGram,AUD,NGN,1000,,,,2026-04-26T05:59:44.077Z,false,unable to acquire
MoneyGram,AUD,PHP,1000,,,,2026-04-26T06:00:48.716Z,false,unable to acquire
MoneyGram,AUD,PKR,1000,,,,2026-04-26T06:01:53.215Z,false,unable to acquire
MoneyGram,CAD,GHS,1000,,,,2026-04-26T06:02:57.339Z,false,unable to acquire
MoneyGram,CAD,INR,1000,,,,2026-04-26T06:04:02.921Z,false,unable to acquire
MoneyGram,CAD,KES,1000,,,,2026-04-26T06:05:08.139Z,false,unable to acquire
MoneyGram,CAD,MXN,1000,,,,2026-04-26T06:06:13.056Z,false,unable to acquire
MoneyGram,CAD,NGN,1000,,,,2026-04-26T06:07:19.004Z,false,unable to acquire
MoneyGram,CAD,PHP,1000,,,,2026-04-26T06:08:23.867Z,false,unable to acquire
MoneyGram,CAD,PKR,1000,,,,2026-04-26T06:09:28.139Z,false,unable to acquire
MoneyGram,EUR,GHS,1000,,,,2026-04-26T06:10:32.285Z,false,unable to acquire
MoneyGram,EUR,INR,1000,,,,2026-04-26T06:11:35.917Z,false,unable to acquire
MoneyGram,EUR,KES,1000,,,,2026-04-26T06:12:39.903Z,false,unable to acquire
MoneyGram,EUR,MXN,1000,,,,2026-04-26T06:13:44.776Z,false,unable to acquire
MoneyGram,EUR,NGN,1000,,,,2026-04-26T06:14:48.256Z,false,unable to acquire
MoneyGram,EUR,PHP,1000,,,,2026-04-26T06:15:51.821Z,false,unable to acquire
MoneyGram,EUR,PKR,1000,,,,2026-04-26T06:16:55.094Z,false,unable to acquire
MoneyGram,GBP,GHS,1000,,,,2026-04-26T06:17:58.910Z,false,unable to acquire
MoneyGram,GBP,INR,1000,,,,2026-04-26T06:19:04.004Z,false,unable to acquire
MoneyGram,GBP,KES,1000,,,,2026-04-26T06:20:08.432Z,false,unable to acquire
MoneyGram,GBP,MXN,1000,,,,2026-04-26T06:21:14.506Z,false,unable to acquire
MoneyGram,GBP,NGN,1000,,,,2026-04-26T06:22:19.158Z,false,unable to acquire
MoneyGram,GBP,PHP,1000,,,,2026-04-26T06:23:23.608Z,false,unable to acquire
MoneyGram,GBP,PKR,1000,,,,2026-04-26T06:24:28.642Z,false,unable to acquire
MoneyGram,PLN,GHS,1000,,,,2026-04-26T06:25:33.492Z,false,unable to acquire
MoneyGram,PLN,INR,1000,,,,2026-04-26T06:26:38.479Z,false,unable to acquire
MoneyGram,PLN,KES,1000,,,,2026-04-26T06:27:42.953Z,false,unable to acquire
MoneyGram,PLN,MXN,1000,,,,2026-04-26T06:28:47.487Z,false,unable to acquire
MoneyGram,PLN,NGN,1000,,,,2026-04-26T06:29:52.627Z,false,unable to acquire
MoneyGram,PLN,PHP,1000,,,,2026-04-26T06:30:57.081Z,false,unable to acquire
MoneyGram,PLN,PKR,1000,,,,2026-04-26T06:32:02.216Z,false,unable to acquire
MoneyGram,USD,GHS,1000,,,,2026-04-26T06:33:06.579Z,false,unable to acquire
MoneyGram,USD,INR,1000,,,,2026-04-26T06:34:20.725Z,false,unable to acquire
MoneyGram,USD,KES,1000,,,,2026-04-26T06:35:35.516Z,false,unable to acquire
MoneyGram,USD,MXN,1000,,,,2026-04-26T06:36:50.517Z,false,unable to acquire
MoneyGram,USD,NGN,1000,1409.2078,1409207.7999999998,,2026-04-26T06:38:04.079Z,true,
